userid,permissions,bugsfiled,assignedto
1,0,157,674992
459026,0,2,6
626306,0,0,2
626582,0,0,1
600660,0,36,42
473288,0,4,33
652142,0,2,46
642526,0,4,47
655437,0,0,1
609173,0,1,1
610407,0,0,1
607638,0,0,3
459562,0,498,364
587329,0,6,2
520642,0,1,2
601719,0,12,11
623506,0,3,5
628699,0,0,5
623106,0,0,2
628071,0,0,1
303598,0,13,4
623476,0,12,11
623461,0,6,6
627904,0,0,2
577319,0,63,2
628951,0,1,3
640049,0,0,1
625295,0,0,3
496127,0,961,520
631374,0,3,8
631394,0,2,6
640492,0,0,4
607768,0,0,7
634336,0,1,9
634405,0,0,1
635029,0,1,6
634381,0,1,5
581226,0,119,60
655962,0,1,7
565047,0,0,2
640210,0,0,6
228478,0,0,2
630028,0,10,24
644901,0,2,5
658447,0,0,9
642995,0,0,1
404761,0,14,1
644511,0,0,2
611111,0,10,4
650780,0,0,1
611268,0,0,1
617148,0,11,7
658450,0,1,5
634198,0,1,6
631390,0,1,11
658437,0,1,3
647039,0,1,18
613543,0,2,1
658715,0,2,4
447240,0,8,10
649317,0,1,1
650857,0,0,7
658477,0,1,3
653153,0,1,3
658699,0,0,3
631100,0,18,30
653970,0,0,1
653357,0,1,1
617228,0,0,3
627929,0,0,3
652020,0,1,1
548031,0,175,221
607499,0,0,2
609439,0,0,2
648200,0,0,1
609810,0,0,1
609171,0,0,1
594638,0,0,2
602518,0,0,5
611128,0,0,1
550767,0,1,2
613509,0,0,1
527330,0,0,2
612456,0,0,1
613360,0,0,2
615440,0,0,1
616009,0,0,1
616563,0,0,2
604463,0,3,7
614441,0,0,3
614280,0,0,2
622436,0,0,2
623654,0,0,3
527307,0,0,2
618328,0,0,1
617832,0,0,2
620035,0,0,2
598092,0,16,39
609853,0,0,1
303427,0,539,196
580676,0,0,2
621255,0,0,6
506274,0,1,13
619557,0,0,2
625266,0,17,27
611174,0,0,2
367964,0,11,6
623503,0,0,1
601215,0,33,41
15223,0,6138,2956
619502,0,0,5
623389,0,4,4
475057,0,55,5
622325,0,0,3
634764,0,0,4
625942,0,0,1
626738,0,0,1
628116,0,0,1
628078,0,2,4
628038,0,0,1
628678,0,2,4
631389,0,3,4
531108,0,0,1
658763,0,1,5
596798,0,3,1
631393,0,3,8
631175,0,0,2
630055,0,0,2
633193,0,0,1
632982,0,0,3
633714,0,0,4
634287,0,0,2
634167,0,0,1
634228,0,0,1
634403,0,0,1
634389,0,5,40
633829,0,0,1
634435,0,0,1
634179,0,0,1
636059,0,1,10
603292,0,20,8
611577,0,0,3
638428,0,0,1
635756,0,1,3
646875,0,0,2
658675,0,0,2
658594,0,1,3
658534,0,0,3
236382,0,8,4
656597,0,0,4
649146,0,0,3
648836,0,4,1
652282,0,9,3
652691,0,1,1
632307,0,3,7
654840,0,1,3
570214,0,0,11
642677,0,0,4
639034,0,0,2
344157,0,1,2
644490,0,0,1
638907,0,0,2
638884,0,3,7
640828,0,0,1
637406,0,47,40
646291,0,2,3
658717,0,0,4
646156,0,1,3
656792,0,0,3
649567,0,0,2
258578,0,14,4
589163,0,0,16
622286,0,1,1
612477,0,3,11
61865,0,0,0
99100,Can confirm bugs,2105,1760
621517,Can confirm bugs,0,2
27300,Can confirm bugs can edit any bug,2220,2111
373403,Can confirm bugs can edit any bug,1591,945
106098,Can confirm bugs can edit any bug,1373,1228
34283,Can confirm bugs can edit any bug,1797,2068
442174,Can confirm bugs can edit any bug,138,459
403756,Can confirm bugs can edit any bug,2218,1340
476157,Can confirm bugs can edit any bug,313,459
258347,Can confirm bugs can edit any bug,4634,699
7313,Can confirm bugs can edit any bug,1841,1767
578488,Can confirm bugs can edit any bug,971,578
582499,Can confirm bugs can edit any bug,179,189
561655,Can confirm bugs can edit any bug,310,400
550257,Can confirm bugs can edit any bug,135,184
305228,Can confirm bugs can edit any bug,1637,801
481547,Can confirm bugs can edit any bug,351,373
524060,Can confirm bugs can edit any bug,136,211
522029,Can confirm bugs can edit any bug,590,538
466874,Can confirm bugs can edit any bug,579,758
571709,Can confirm bugs can edit any bug,169,212
471708,Can confirm bugs can edit any bug,228,289
538785,Can confirm bugs can edit any bug,376,283
446256,Can confirm bugs can edit any bug,712,544
463945,Can confirm bugs can edit any bug,465,590
389449,Can confirm bugs can edit any bug,631,655
363318,Can confirm bugs can edit any bug,562,413
159069,Can confirm bugs can edit any bug,2676,2382
75935,Can confirm bugs can edit any bug,6450,1101
112088,Can confirm bugs can edit any bug,4947,3316
272464,Can confirm bugs can edit any bug,562,960
425126,Can confirm bugs can edit any bug,255,235
563455,Can confirm bugs can edit any bug,389,281
383215,Can confirm bugs can edit any bug,901,1525
446257,Can confirm bugs can edit any bug,1486,2351
556482,Can confirm bugs can edit any bug,386,223
446735,Can confirm bugs can edit any bug,248,130
644141,Can confirm bugs can edit any bug,43,82
506322,Can confirm bugs can edit any bug,536,426
485177,Can confirm bugs can edit any bug,72,95
638890,Can confirm bugs can edit any bug,54,122
636759,Can confirm bugs can edit any bug,14,13
6102,Can confirm bugs can edit any bug,589,1030
560445,Can confirm bugs can edit any bug,77,82
219124,Can confirm bugs can edit any bug,2407,2805
1537,Can confirm bugs can edit any bug,1182,506
445472,Can confirm bugs can edit any bug,1627,658
332229,Can confirm bugs can edit any bug,799,614
41270,Can confirm bugs can edit any bug,1192,833
16943,Can confirm bugs can edit any bug,1323,832
546716,Can confirm bugs can edit any bug,2062,2585
91159,Can confirm bugs can edit any bug,2241,1361
539482,Can confirm bugs can edit any bug,90,160
470713,Can confirm bugs can edit any bug,530,314
251051,Can confirm bugs can edit any bug,6496,4312
5842,Can confirm bugs can edit any bug,1027,752
468232,Can confirm bugs can edit any bug,326,460
88369,Can confirm bugs can edit any bug,1711,1426
454100,Can confirm bugs can edit any bug,851,644
570623,Can confirm bugs can edit any bug,127,79
409754,Can confirm bugs can edit any bug,1804,1418
448747,Can confirm bugs can edit any bug,811,575
603310,Can confirm bugs can edit any bug,38,61
563604,Can confirm bugs can edit any bug,168,156
476442,Can confirm bugs can edit any bug,1210,843
634154,Can confirm bugs can edit any bug,41,54
622094,Can confirm bugs can edit any bug,7,35
240353,Can confirm bugs can edit any bug,1926,1779
414813,Can confirm bugs can edit any bug,915,762
372685,Can confirm bugs can edit any bug,916,708
626426,Can confirm bugs can edit any bug,74,135
237483,Can confirm bugs can edit any bug,152,138
636659,Can confirm bugs can edit any bug,3,5
334927,Can confirm bugs can edit any bug,678,858
461850,Can confirm bugs can edit any bug,399,210
618576,Can confirm bugs can edit any bug,23,19
636237,Can confirm bugs can edit any bug,43,28
521718,Can confirm bugs can edit any bug,239,365
547199,Can confirm bugs can edit any bug,123,228
328198,Can confirm bugs can edit any bug,142,131
424852,Can confirm bugs can edit any bug,144,69
125983,Can confirm bugs can edit any bug,1897,1436
593869,Can confirm bugs can edit any bug,62,13
430165,Can confirm bugs can edit any bug,387,457
483302,Can confirm bugs can edit any bug,222,252
310076,Can confirm bugs can edit any bug,1028,971
580428,Can confirm bugs can edit any bug,102,140
176914,Can confirm bugs can edit any bug,1570,906
24572,Can confirm bugs can edit any bug,5270,1140
208747,Can confirm bugs can edit any bug,712,544
413880,Can confirm bugs can edit any bug,136,168
600699,Can confirm bugs can edit any bug,168,84
572682,Can confirm bugs can edit any bug,81,18
604872,Can confirm bugs can edit any bug,16,4
492360,Can confirm bugs can edit any bug,377,611
347239,Can confirm bugs can edit any bug,686,4
302842,Can confirm bugs can edit any bug,275,220
403306,Can confirm bugs can edit any bug,1057,293
76551,Can confirm bugs can edit any bug,5507,2175
240219,Can confirm bugs can edit any bug,814,648
604195,Can confirm bugs can edit any bug,4,69
456485,Can confirm bugs can edit any bug,191,263
39966,Can confirm bugs can edit any bug,2333,2257
600627,Can confirm bugs can edit any bug,94,17
471096,Can confirm bugs can edit any bug,130,118
558190,Can confirm bugs can edit any bug,296,253
130462,Can confirm bugs can edit any bug,1998,1436
573202,Can confirm bugs can edit any bug,291,409
447061,Can confirm bugs can edit any bug,519,362
634152,Can confirm bugs can edit any bug,2,8
420453,Can confirm bugs can edit any bug,1632,572
631869,Can confirm bugs can edit any bug,28,43
285656,Can confirm bugs can edit any bug,992,284
552724,Can confirm bugs can edit any bug,486,233
185001,Can confirm bugs can edit any bug,789,545
601025,Can confirm bugs can edit any bug,57,27
353822,Can confirm bugs can edit any bug,542,132
49196,Can confirm bugs can edit any bug,389,116
611495,Can confirm bugs can edit any bug,1,6
600911,Can confirm bugs can edit any bug,151,102
541576,Can confirm bugs can edit any bug,477,188
417117,Can confirm bugs can edit any bug,11,7
227322,Can confirm bugs can edit any bug,943,736
526079,Can confirm bugs can edit any bug,406,281
219126,Can confirm bugs can edit any bug,449,263
426788,Can confirm bugs can edit any bug,3689,3034
631909,Can confirm bugs can edit any bug,3,8
421268,Can confirm bugs can edit any bug,114,108
537492,Can confirm bugs can edit any bug,591,323
634188,Can confirm bugs can edit any bug,2,11
339062,Can confirm bugs can edit any bug,313,443
624581,Can confirm bugs can edit any bug,25,22
141755,Can confirm bugs can edit any bug,1439,1355
631263,Can confirm bugs can edit any bug,0,3
600656,Can confirm bugs can edit any bug,47,8
17036,Can confirm bugs can edit any bug,1691,1288
645427,Can confirm bugs can edit any bug,69,105
636491,Can confirm bugs can edit any bug,61,90
61043,Can confirm bugs can edit any bug,150,20
503513,Can confirm bugs can edit any bug,83,22
628984,Can confirm bugs can edit any bug,74,76
597363,Can confirm bugs can edit any bug,54,50
534482,Can confirm bugs can edit any bug,763,651
501232,Can confirm bugs can edit any bug,162,214
281791,Can confirm bugs can edit any bug,1465,1137
11539,Can confirm bugs can edit any bug,1526,1040
560079,Can confirm bugs can edit any bug,27,2
622974,Can confirm bugs can edit any bug,239,275
517691,Can confirm bugs can edit any bug,501,648
640288,Can confirm bugs can edit any bug,23,22
617135,Can confirm bugs can edit any bug,216,241
412877,Can confirm bugs can edit any bug,2441,2057
458165,Can confirm bugs can edit any bug,591,576
600553,Can confirm bugs can edit any bug,237,100
541587,Can confirm bugs can edit any bug,158,54
634286,Can confirm bugs can edit any bug,0,26
632162,Can confirm bugs can edit any bug,58,3
634171,Can confirm bugs can edit any bug,1,13
600569,Can confirm bugs can edit any bug,115,16
481559,Can confirm bugs can edit any bug,115,60
479064,Can confirm bugs can edit any bug,251,45
550180,Can confirm bugs can edit any bug,113,196
640221,Can confirm bugs can edit any bug,6,25
225386,Can confirm bugs can edit any bug,31,20
349244,Can confirm bugs can edit any bug,936,749
607045,Can confirm bugs can edit any bug,434,197
282357,Can confirm bugs can edit any bug,1358,1944
149052,Can confirm bugs can edit any bug,1615,1237
566192,Can confirm bugs can edit any bug,156,211
424719,Can confirm bugs can edit any bug,537,427
545733,Can confirm bugs can edit any bug,17,10
580382,Can confirm bugs can edit any bug,142,151
462808,Can confirm bugs can edit any bug,2,6
428608,Can confirm bugs can edit any bug,772,201
618808,Can confirm bugs can edit any bug,104,158
613773,Can confirm bugs can edit any bug,7,3
255010,Can confirm bugs can edit any bug,691,830
278074,Can confirm bugs can edit any bug,4779,1857
567427,Can confirm bugs can edit any bug,238,241
582393,Can confirm bugs can edit any bug,251,271
591012,Can confirm bugs can edit any bug,3,16
440009,Can confirm bugs can edit any bug,487,380
417275,Can confirm bugs can edit any bug,901,625
609204,Can confirm bugs can edit any bug,2,3
600605,Can confirm bugs can edit any bug,35,8
363267,Can confirm bugs can edit any bug,816,845
596308,Can confirm bugs can edit any bug,39,1
600555,Can confirm bugs can edit any bug,256,16
136536,Can confirm bugs can edit any bug,202,222
474533,Can confirm bugs can edit any bug,1128,684
406194,Can confirm bugs can edit any bug,2892,1624
32767,Can confirm bugs can edit any bug,2061,1535
608768,Can confirm bugs can edit any bug,68,77
600674,Can confirm bugs can edit any bug,17,4
16665,Can confirm bugs can edit any bug,683,164
504871,Can confirm bugs can edit any bug,243,486
634918,Can confirm bugs can edit any bug,3,12
618050,Can confirm bugs can edit any bug,51,70
552411,Can confirm bugs can edit any bug,136,184
23131,Can confirm bugs can edit any bug,1337,1004
389500,Can confirm bugs can edit any bug,445,171
621918,Can confirm bugs can edit any bug,87,112
263117,Can confirm bugs can edit any bug,594,659
571010,Can confirm bugs can edit any bug,165,307
649193,Can confirm bugs can edit any bug,7,4
382067,Can confirm bugs can edit any bug,1415,994
424102,Can confirm bugs can edit any bug,1003,410
438654,Can confirm bugs can edit any bug,602,367
600552,Can confirm bugs can edit any bug,78,7
618000,Can confirm bugs can edit any bug,74,93
480726,Can confirm bugs can edit any bug,11,34
468279,Can confirm bugs can edit any bug,539,660
8636,Can confirm bugs can edit any bug,1463,1408
621795,Can confirm bugs can edit any bug,25,37
372329,Can confirm bugs can edit any bug,271,162
164048,Can confirm bugs can edit any bug,1368,431
477892,Can confirm bugs can edit any bug,763,463
499338,Can confirm bugs can edit any bug,336,394
352169,Can confirm bugs can edit any bug,277,385
380838,Can confirm bugs can edit any bug,769,1377
650458,Can confirm bugs can edit any bug,33,37
495955,Can confirm bugs can edit any bug,1581,790
446296,Can confirm bugs can edit any bug,1236,777
583776,Can confirm bugs can edit any bug,141,93
395101,Can confirm bugs can edit any bug,4233,369
359208,Can confirm bugs can edit any bug,317,8
612529,Can confirm bugs can edit any bug,7,28
603855,Can confirm bugs can edit any bug,1,9
559949,Can confirm bugs can edit any bug,1474,1097
567620,Can confirm bugs can edit any bug,71,248
609628,Can confirm bugs can edit any bug,3,15
20209,Can confirm bugs can edit any bug,6724,5720
428011,Can confirm bugs can edit any bug,299,9
507686,Can confirm bugs can edit any bug,131,51
474980,Can confirm bugs can edit any bug,183,57
618036,Can confirm bugs can edit any bug,2,6
609718,Can confirm bugs can edit any bug,1,4
590895,Can confirm bugs can edit any bug,45,7
282978,Can confirm bugs can edit any bug,1095,708
607319,Can confirm bugs can edit any bug,0,5
612303,Can confirm bugs can edit any bug,7,6
624350,Can confirm bugs can edit any bug,2,3
253233,Can confirm bugs can edit any bug,1179,1341
612164,Can confirm bugs can edit any bug,12,24
5490,Can confirm bugs can edit any bug,1855,945
609765,Can confirm bugs can edit any bug,1,10
586481,Can confirm bugs can edit any bug,2,23
593569,Can confirm bugs can edit any bug,2,37
533624,Can confirm bugs can edit any bug,380,394
612558,Can confirm bugs can edit any bug,5,5
621707,Can confirm bugs can edit any bug,5,8
396948,Can confirm bugs can edit any bug,1179,524
509819,Can confirm bugs can edit any bug,41,25
601927,Can confirm bugs can edit any bug,50,60
591634,Can confirm bugs can edit any bug,56,34
385707,Can confirm bugs can edit any bug,827,671
599096,Can confirm bugs can edit any bug,23,73
590475,Can confirm bugs can edit any bug,57,41
404027,Can confirm bugs can edit any bug,713,118
452598,Can confirm bugs can edit any bug,458,56
475105,Can confirm bugs can edit any bug,50,9
566981,Can confirm bugs can edit any bug,56,17
526365,Can confirm bugs can edit any bug,43,88
617988,Can confirm bugs can edit any bug,21,19
13647,Can confirm bugs can edit any bug,2238,2194
599676,Can confirm bugs can edit any bug,0,2
563864,Can confirm bugs can edit any bug,84,23
473386,Can confirm bugs can edit any bug,38,11
603781,Can confirm bugs can edit any bug,17,26
158464,Can confirm bugs can edit any bug,734,843
619577,Can confirm bugs can edit any bug,8,7
622934,Can confirm bugs can edit any bug,0,2
476813,Can confirm bugs can edit any bug,69,47
599880,Can confirm bugs can edit any bug,21,9
349211,Can confirm bugs can edit any bug,112,16
595073,Can confirm bugs can edit any bug,15,17
586735,Can confirm bugs can edit any bug,6,1
495454,Can confirm bugs can edit any bug,191,110
510591,Can confirm bugs can edit any bug,97,28
447387,Can confirm bugs can edit any bug,685,498
287422,Can confirm bugs can edit any bug,1186,997
419431,Can confirm bugs can edit any bug,858,984
594878,Can confirm bugs can edit any bug,5,11
624474,Can confirm bugs can edit any bug,123,36
311954,Can confirm bugs can edit any bug,265,119
432887,Can confirm bugs can edit any bug,1273,877
436821,Can confirm bugs can edit any bug,153,446
519531,Can confirm bugs can edit any bug,0,4
630438,Can confirm bugs can edit any bug,11,16
572956,Can confirm bugs can edit any bug,6,7
54040,Can confirm bugs can edit any bug,1657,1122
585737,Can confirm bugs can edit any bug,28,63
232745,Can confirm bugs can edit any bug,534,5520
656443,Can confirm bugs can edit any bug,2,4
540033,Can confirm bugs can edit any bug,125,21
624733,Can confirm bugs can edit any bug,2,13
597366,Can confirm bugs can edit any bug,12,3
529428,Can confirm bugs can edit any bug,102,61
393835,Can confirm bugs can edit any bug,859,726
468905,Can confirm bugs can edit any bug,33,16
36541,Can confirm bugs can edit any bug,1694,1778
650765,Can confirm bugs can edit any bug,0,1
580271,Can confirm bugs can edit any bug,593,10
474550,Can confirm bugs can edit any bug,391,17
643681,Can confirm bugs can edit any bug,4,8
624105,Can confirm bugs can edit any bug,24,1
618052,Can confirm bugs can edit any bug,23,2
658574,Can confirm bugs can edit any bug,10,10
640278,Can confirm bugs can edit any bug,22,3
590996,Can confirm bugs can edit any bug,2,13
654832,Can confirm bugs can edit any bug,1,2
599795,Can confirm bugs can edit any bug,210,1
324370,Can confirm bugs can edit any bug,3627,1162
536998,Can confirm bugs can edit any bug,15,45
640295,Can confirm bugs can edit any bug,3,2
415688,Can confirm bugs can edit any bug,204,385
606068,Can confirm bugs can edit any bug,187,5
612754,Can confirm bugs can edit any bug,91,6
556562,Can confirm bugs can edit any bug,279,2
510418,Can confirm bugs can edit any bug,17,11
596244,Can confirm bugs can edit any bug,87,84
614785,Can confirm bugs can edit any bug,70,3
334849,Can confirm bugs can edit any bug,2547,2111
636498,Can confirm bugs can edit any bug,6,19
558164,Can confirm bugs can edit any bug,147,2
577529,Can confirm bugs can edit any bug,86,68
576182,Can confirm bugs can edit any bug,114,13
607082,Can confirm bugs can edit any bug,182,57
624899,Can confirm bugs can edit any bug,18,3
646053,Can confirm bugs can edit any bug,2,6
642715,Can confirm bugs can edit any bug,10,12
181388,Can confirm bugs can edit any bug,1242,477
609031,Can confirm bugs can edit any bug,9,15
572409,Can confirm bugs can edit any bug,82,3
426732,Can confirm bugs can edit any bug,163,45
583007,Can confirm bugs can edit any bug,211,1
430528,Can confirm bugs can edit any bug,2957,917
4465,Can confirm bugs can edit any bug,220,3332
69426,Can confirm bugs can edit any bug,759,1853
382167,Can confirm bugs can edit any bug,249,239
474544,Can confirm bugs can edit any bug,89,20
505306,Can confirm bugs can edit any bug,291,582
274246,Can confirm bugs can edit any bug,949,925
456035,Can confirm bugs can edit any bug,392,393
24045,Can confirm bugs can edit any bug,1324,1126
590837,Can confirm bugs can edit any bug,67,27
500559,Can confirm bugs can edit any bug,494,24
624379,Can confirm bugs can edit any bug,3,5
310130,Can confirm bugs can edit any bug,288,92
260369,Can confirm bugs can edit any bug,284,33
618656,0,1,2
